day,Class,time,kwh_min,kwh_max,kwh_avg,kwh_sum,count
202,J,19,0.193,0.193,0.193,0.193,1
202,J,26,0.351,0.351,0.351,0.351,1
202,J,33,0.147,0.147,0.147,0.147,1
202,J,40,0.876,0.876,0.876,0.876,1
202,J,48,0.587,0.587,0.587,0.587,1
202,K,11,0.018,0.221,0.10966666666666668,1.316,12
202,K,19,0.011,0.526,0.17600000000000002,2.112,12
202,K,26,0.018,1.616,0.2044166666666667,2.4530000000000003,12
202,K,33,0.01,1.402,0.19199999999999998,2.304,12
202,K,40,0.025,1.38,0.25333333333333335,3.04,12
202,K,48,0.032,2.645,0.3666666666666667,4.4,12
202,M,11,0.245,0.473,0.359,0.718,2
202,M,19,0.227,0.738,0.4825,0.965,2
202,M,26,0.173,0.232,0.2025,0.405,2
202,M,33,0.244,0.379,0.3115,0.623,2
202,M,40,0.339,0.429,0.384,0.768,2
202,M,48,0.234,1.667,0.9505,1.901,2
202,O,11,0.205,0.205,0.205,0.205,1
202,O,19,0.289,0.289,0.289,0.289,1
202,O,26,2.705,2.705,2.705,2.705,1
202,O,33,0.711,0.711,0.711,0.711,1
202,O,40,0.505,0.505,0.505,0.505,1
202,O,48,0.91,0.91,0.91,0.91,1
203,,11,0.01,2.6,0.398375,15.934999999999999,40
203,,19,0.007,7.816,1.1354,45.416,40
203,,26,0.009,9.365,1.262375,50.495000000000005,40
203,,33,0.01,9.37,1.2071,48.284,40
203,,40,0.01,10.827,0.8961000000000003,35.844000000000015,40
203,,48,0.01,2.379,0.4747500000000001,18.990000000000006,40
203,A,11,0.025,0.025,0.025,0.025,1
203,A,19,0.024,0.024,0.024,0.024,1
203,A,26,0.024,0.024,0.024,0.024,1
203,A,33,0.024,0.024,0.024,0.024,1
203,A,40,0.024,0.024,0.024,0.024,1
203,A,48,0.035,0.035,0.035,0.035,1
203,C,11,0.082,0.892,0.3085,1.234,4
203,C,19,0.018,2.7,0.7410000000000001,2.9640000000000004,4
203,C,26,0.048,4.182,1.3085000000000002,5.234000000000001,4
203,C,33,0.086,2.581,1.06475,4.259,4
203,C,40,0.112,0.37,0.229,0.916,4
203,C,48,0.067,0.384,0.2735,1.094,4
203,E,11,0.108,0.197,0.14033333333333334,0.421,3
203,E,19,0.238,1.71,0.767,2.301,3
203,E,26,0.094,0.876,0.45999999999999996,1.38,3
203,E,33,0.201,0.884,0.4323333333333334,1.2970000000000002,3
203,E,40,0.012,0.862,0.38633333333333336,1.159,3
203,E,48,0.069,0.417,0.25766666666666665,0.7729999999999999,3
203,G,11,0.079,0.471,0.21566666666666667,1.294,6
203,G,19,0.079,1.241,0.5538333333333333,3.323,6
203,G,26,0.259,2.878,0.8653333333333334,5.192,6
203,G,33,0.145,1.29,0.4651666666666667,2.791,6
203,G,40,0.249,2.221,0.6963333333333334,4.178,6
203,G,48,0.231,0.59,0.4091666666666667,2.455,6
203,H,11,0.109,0.617,0.27899999999999997,0.837,3
203,H,19,0.105,1.496,0.7273333333333333,2.182,3
203,H,26,0.555,2.529,1.4506666666666668,4.352,3
203,H,33,0.101,1.162,0.6326666666666666,1.898,3
203,H,40,0.62,2.449,1.274,3.822,3
203,H,48,0.033,0.544,0.26766666666666666,0.803,3
203,I,11,0.007,0.886,0.19138461538461543,4.976000000000001,26
203,I,19,0.009,2.979,0.38365384615384623,9.975000000000001,26
203,I,26,0.009,2.465,0.39961538461538465,10.39,26
203,I,33,0.008,1.446,0.3647692307692308,9.484,26
203,I,40,0.008,2.46,0.5177692307692306,13.461999999999998,26
203,I,48,0.059,1.52,0.36561538461538456,9.505999999999998,26
203,J,11,0.118,0.118,0.118,0.118,1
203,J,19,0.92,0.92,0.92,0.92,1
203,J,26,2.481,2.481,2.481,2.481,1
203,J,33,0.79,0.79,0.79,0.79,1
203,J,40,0.427,0.427,0.427,0.427,1
203,J,48,0.506,0.506,0.506,0.506,1
203,K,11,0.015,0.177,0.08691666666666668,1.0430000000000001,12
203,K,19,0.022,0.546,0.168,2.016,12
203,K,26,0.031,2.111,0.2645,3.1740000000000004,12
203,K,33,0.031,0.326,0.13266666666666668,1.592,12
203,K,40,0.05,0.617,0.15541666666666668,1.865,12
203,K,48,0.055,0.727,0.19833333333333333,2.38,12
203,M,11,0.221,0.37,0.2955,0.591,2
203,M,19,0.227,0.422,0.3245,0.649,2
203,M,26,0.174,0.616,0.395,0.79,2
203,M,33,0.242,0.57,0.40599999999999997,0.8119999999999999,2
203,M,40,0.397,0.847,0.622,1.244,2
203,M,48,0.466,1.173,0.8195,1.639,2
203,O,11,0.193,0.193,0.193,0.193,1
203,O,19,0.474,0.474,0.474,0.474,1
203,O,26,3.637,3.637,3.637,3.637,1
203,O,33,1.264,1.264,1.264,1.264,1
203,O,40,0.363,0.363,0.363,0.363,1
203,O,48,0.36,0.36,0.36,0.36,1
204,,11,0.01,2.599,0.37129999999999996,14.851999999999999,40
204,,19,0.01,11.181,1.1832249999999997,47.32899999999999,40
204,,26,0.01,10.887,1.3676749999999998,54.70699999999999,40
204,,33,0.01,9.93,1.219825,48.793,40
204,,40,0.028,8.729,0.9938499999999999,39.754,40
204,,48,0.016,2.574,0.5064500000000002,20.258000000000006,40
204,A,11,0.111,0.111,0.111,0.111,1
204,A,19,0.11,0.11,0.11,0.11,1
204,A,26,0.114,0.114,0.114,0.114,1
204,A,33,0.133,0.133,0.133,0.133,1
204,A,40,0.18,0.18,0.18,0.18,1
204,A,48,0.239,0.239,0.239,0.239,1
204,C,11,0.032,0.15,0.0945,0.378,4
204,C,19,0.066,3.439,0.9475,3.79,4
204,C,26,0.122,3.948,1.413,5.652,4
204,C,33,0.023,0.48,0.19624999999999998,0.7849999999999999,4
204,C,40,0.023,2.448,0.80975,3.239,4
204,C,48,0.081,0.738,0.3135,1.254,4
204,E,11,0.068,0.141,0.10633333333333332,0.31899999999999995,3
204,E,19,0.068,0.654,0.30633333333333335,0.919,3
204,E,26,0.055,0.236,0.17,0.51,3
204,E,33,0.0,2.208,0.8040000000000002,2.4120000000000004,3
204,E,40,0.068,1.77,1.01,3.0300000000000002,3
204,E,48,0.044,0.293,0.17466666666666666,0.524,3
204,G,11,0.074,0.357,0.21433333333333335,1.286,6
204,G,19,0.067,2.007,0.5475000000000001,3.2850000000000006,6
204,G,26,0.09,3.331,1.2155,7.293,6
204,G,33,0.264,2.164,0.8736666666666668,5.242000000000001,6
204,G,40,0.181,2.005,1.0451666666666666,6.271,6
204,G,48,0.373,1.09,0.6878333333333333,4.127,6
204,H,11,0.199,0.414,0.27566666666666667,0.827,3
204,H,19,0.017,0.514,0.31466666666666665,0.944,3
204,H,26,0.097,1.226,0.5966666666666667,1.79,3
204,H,33,0.172,0.499,0.38533333333333336,1.1560000000000001,3
204,H,40,0.766,1.547,1.1956666666666667,3.5869999999999997,3
204,H,48,0.072,0.408,0.23066666666666666,0.692,3
204,I,11,0.024,0.561,0.14826923076923076,3.8549999999999995,26
204,I,19,0.009,3.646,0.5832692307692308,15.165,26
204,I,26,0.0,2.088,0.4256538461538461,11.066999999999998,26
204,I,33,0.0,2.144,0.43092307692307696,11.204,26
204,I,40,0.008,3.207,0.6315384615384615,16.419999999999998,26
204,I,48,0.086,1.309,0.4229230769230768,10.995999999999997,26
204,J,11,0.143,0.143,0.143,0.143,1
204,J,19,1.251,1.251,1.251,1.251,1
204,J,26,0.119,0.119,0.119,0.119,1
204,J,33,0.112,0.112,0.112,0.112,1
204,J,40,0.165,0.165,0.165,0.165,1
204,J,48,0.487,0.487,0.487,0.487,1
204,K,11,0.023,0.217,0.08758333333333333,1.051,12
204,K,19,0.011,0.34,0.11399999999999999,1.3679999999999999,12
204,K,26,0.014,1.594,0.22075,2.649,12
204,K,33,0.023,0.211,0.09016666666666667,1.082,12
204,K,40,0.039,0.662,0.22175,2.661,12
204,K,48,0.039,0.667,0.19283333333333333,2.314,12
204,M,11,0.158,0.343,0.2505,0.501,2
204,M,19,0.228,0.884,0.556,1.112,2
204,M,26,0.16,0.455,0.3075,0.615,2
204,M,33,0.251,0.421,0.33599999999999997,0.6719999999999999,2
204,M,40,0.975,2.658,1.8165,3.633,2
204,M,48,0.265,1.113,0.6890000000000001,1.3780000000000001,2
204,O,11,0.196,0.196,0.196,0.196,1
204,O,19,0.162,0.162,0.162,0.162,1
204,O,26,0.173,0.173,0.173,0.173,1
204,O,33,0.148,0.148,0.148,0.148,1
204,O,40,0.109,0.109,0.109,0.109,1
204,O,48,0.267,0.267,0.267,0.267,1
205,,11,0.006,2.735,0.33995,13.597999999999999,40
205,,19,0.027,8.93,1.1788750000000003,47.155000000000015,40
205,,26,0.027,9.308,1.2970249999999999,51.88099999999999,40
205,,33,0.022,9.819,1.3413499999999998,53.65399999999999,40
205,,40,0.027,9.326,1.0135249999999998,40.54099999999999,40
205,,48,0.017,2.896,0.588175,23.527,40
205,A,11,0.038,0.038,0.038,0.038,1
205,A,19,2.46,2.46,2.46,2.46,1
205,A,26,0.087,0.087,0.087,0.087,1
205,A,33,0.023,0.023,0.023,0.023,1
205,A,40,0.052,0.052,0.052,0.052,1
205,A,48,0.115,0.115,0.115,0.115,1
205,C,11,0.105,3.299,0.9077500000000001,3.6310000000000002,4
205,C,19,0.034,3.08,0.82825,3.313,4
205,C,26,0.075,2.074,0.67075,2.683,4
205,C,33,0.128,2.254,0.91125,3.645,4
205,C,40,0.081,1.862,0.6545000000000001,2.6180000000000003,4
205,C,48,0.066,0.439,0.29125,1.165,4
205,E,11,0.005,0.155,0.08966666666666667,0.269,3
205,E,19,0.04,0.323,0.19499999999999998,0.585,3
205,E,26,0.0,3.174,1.067,3.201,3
205,E,33,0.053,0.982,0.4076666666666666,1.2229999999999999,3
205,E,40,0.36,0.763,0.5213333333333333,1.564,3
205,E,48,0.18,0.562,0.311,0.933,3
205,G,11,0.065,0.368,0.209,1.254,6
205,G,19,0.064,0.303,0.18883333333333333,1.133,6
205,G,26,0.152,2.182,0.6655000000000001,3.9930000000000003,6
205,G,33,0.054,0.679,0.4213333333333334,2.5280000000000005,6
205,G,40,0.333,3.406,1.2726666666666668,7.636000000000001,6
205,G,48,0.344,0.774,0.5289999999999999,3.1739999999999995,6
205,H,11,0.054,1.088,0.4133333333333334,1.2400000000000002,3
205,H,19,0.043,0.542,0.36166666666666664,1.085,3
205,H,26,0.097,1.291,0.6346666666666666,1.904,3
205,H,33,0.328,2.459,1.0793333333333333,3.238,3
205,H,40,0.317,0.585,0.4423333333333333,1.327,3
205,H,48,0.101,1.044,0.593,1.779,3
205,I,11,0.04,0.408,0.16446153846153846,4.276,26
205,I,19,0.009,3.405,0.41646153846153844,10.828,26
205,I,26,0.009,3.604,0.5665769230769231,14.731,26
205,I,33,0.008,1.322,0.33380769230769225,8.678999999999998,26
205,I,40,0.008,2.189,0.47215384615384615,12.276,26
205,I,48,0.061,1.871,0.4703076923076923,12.228,26
205,J,11,0.141,0.141,0.141,0.141,1
205,J,19,0.134,0.134,0.134,0.134,1
205,J,26,0.134,0.134,0.134,0.134,1
205,J,33,0.147,0.147,0.147,0.147,1
205,J,40,0.479,0.479,0.479,0.479,1
205,J,48,0.428,0.428,0.428,0.428,1
205,K,11,0.015,0.142,0.07508333333333332,0.9009999999999999,12
205,K,19,0.024,0.262,0.12583333333333332,1.51,12
205,K,26,0.01,2.346,0.26566666666666666,3.188,12
205,K,33,0.01,0.213,0.09350000000000003,1.1220000000000003,12
205,K,40,0.033,1.325,0.26658333333333334,3.199,12
205,K,48,0.031,2.245,0.395,4.74,12
205,M,11,0.233,0.374,0.3035,0.607,2
205,M,19,0.229,2.487,1.358,2.716,2
205,M,26,0.233,1.461,0.8470000000000001,1.6940000000000002,2
205,M,33,0.236,1.463,0.8495,1.699,2
205,M,40,0.296,2.14,1.218,2.436,2
205,M,48,0.346,2.116,1.231,2.462,2
205,O,11,0.211,0.211,0.211,0.211,1
205,O,19,0.217,0.217,0.217,0.217,1
205,O,26,0.083,0.083,0.083,0.083,1
205,O,33,0.201,0.201,0.201,0.201,1
205,O,40,0.094,0.094,0.094,0.094,1
205,O,48,0.217,0.217,0.217,0.217,1
206,,11,0.018,2.726,0.353025,14.120999999999999,40
206,,19,0.027,9.651,0.8384,33.536,40
206,,26,0.027,9.923,0.9559500000000003,38.238000000000014,40
206,,33,0.027,9.718,0.8862749999999998,35.45099999999999,40
206,,40,0.028,9.733,1.0672750000000002,42.69100000000001,40
206,,48,0.01,2.561,0.550225,22.009,40
206,A,11,0.082,0.082,0.082,0.082,1
206,A,19,0.023,0.023,0.023,0.023,1
206,A,26,0.023,0.023,0.023,0.023,1
206,A,33,0.06,0.06,0.06,0.06,1
206,A,40,0.115,0.115,0.115,0.115,1
206,A,48,0.034,0.034,0.034,0.034,1
206,C,11,0.106,0.99,0.3495,1.398,4
206,C,19,0.034,3.464,1.01575,4.063,4
206,C,26,0.064,4.479,1.48625,5.945,4
206,C,33,0.025,3.59,1.2009999999999998,4.803999999999999,4
206,C,40,0.085,1.296,0.51275,2.051,4
206,C,48,0.026,1.162,0.47125,1.885,4
206,E,11,0.072,0.123,0.10433333333333333,0.313,3
206,E,19,0.095,0.152,0.11866666666666666,0.356,3
206,E,26,0.199,0.415,0.296,0.888,3
206,E,33,0.041,0.967,0.5066666666666667,1.52,3
206,E,40,0.052,0.571,0.357,1.071,3
206,E,48,0.03,0.506,0.2776666666666667,0.833,3
206,G,11,0.086,0.377,0.21466666666666667,1.288,6
206,G,19,0.101,1.306,0.5225000000000001,3.1350000000000002,6
206,G,26,0.046,2.082,0.8861666666666667,5.317,6
206,G,33,0.196,2.581,1.105333333333333,6.631999999999999,6
206,G,40,0.151,2.106,0.7685,4.611,6
206,G,48,0.321,0.536,0.4343333333333333,2.606,6
206,H,11,0.017,0.554,0.25833333333333336,0.775,3
206,H,19,0.131,3.44,1.3046666666666666,3.914,3
206,H,26,0.233,0.814,0.4723333333333333,1.417,3
206,H,33,0.09,3.492,1.4523333333333335,4.357,3
206,H,40,0.061,0.523,0.33966666666666673,1.0190000000000001,3
206,H,48,0.042,1.066,0.5326666666666667,1.598,3
206,I,11,0.011,0.617,0.1882307692307692,4.893999999999999,26
206,I,19,0.008,2.451,0.42161538461538456,10.961999999999998,26
206,I,26,0.008,1.365,0.3836923076923076,9.975999999999997,26
206,I,33,0.009,2.656,0.37626923076923074,9.783,26
206,I,40,0.008,3.383,0.6130769230769231,15.94,26
206,I,48,0.074,1.034,0.4395,11.427,26
206,J,11,0.068,0.068,0.068,0.068,1
206,J,19,0.162,0.162,0.162,0.162,1
206,J,26,1.289,1.289,1.289,1.289,1
206,J,33,0.11,0.11,0.11,0.11,1
206,J,40,0.693,0.693,0.693,0.693,1
206,J,48,0.695,0.695,0.695,0.695,1
206,K,11,0.034,0.128,0.07475,0.897,12
206,K,19,0.017,0.37,0.11783333333333333,1.414,12
206,K,26,0.018,1.317,0.29824999999999996,3.5789999999999997,12
206,K,33,0.019,2.129,0.34608333333333335,4.1530000000000005,12
206,K,40,0.022,0.695,0.20199999999999999,2.424,12
206,K,48,0.031,0.694,0.19933333333333336,2.3920000000000003,12
206,M,11,0.151,0.352,0.2515,0.503,2
206,M,19,0.277,0.301,0.28900000000000003,0.5780000000000001,2
206,M,26,1.752,2.168,1.96,3.92,2
206,M,33,0.226,6.614,3.42,6.84,2
206,M,40,0.318,0.945,0.6315,1.263,2
206,M,48,0.445,1.132,0.7885,1.577,2
206,O,11,0.126,0.126,0.126,0.126,1
206,O,19,0.126,0.126,0.126,0.126,1
206,O,26,0.225,0.225,0.225,0.225,1
206,O,33,0.174,0.174,0.174,0.174,1
206,O,40,0.262,0.262,0.262,0.262,1
206,O,48,0.97,0.97,0.97,0.97,1
207,,11,0.0,2.716,0.3357,13.427999999999999,40
207,,19,0.024,11.416,0.898225,35.929,40
207,,26,0.017,10.036,1.104825,44.193,40
207,,33,0.027,9.431,0.9366749999999998,37.46699999999999,40
207,,40,0.018,9.774,0.8378249999999999,33.513,40
207,,48,0.019,2.485,0.42032499999999995,16.813,40
207,A,11,0.116,0.116,0.116,0.116,1
207,A,19,0.112,0.112,0.112,0.112,1
207,A,26,0.079,0.079,0.079,0.079,1
207,A,33,0.024,0.024,0.024,0.024,1
207,A,40,0.102,0.102,0.102,0.102,1
207,A,48,0.051,0.051,0.051,0.051,1
207,C,11,0.13,0.222,0.182,0.728,4
207,C,19,0.028,2.994,1.8647500000000001,7.4590000000000005,4
207,C,26,0.151,1.743,0.7839999999999999,3.1359999999999997,4
207,C,33,0.119,3.49,1.0125,4.05,4
207,C,40,0.351,2.694,1.008,4.032,4
207,C,48,0.267,1.372,0.66475,2.659,4
207,E,11,0.055,0.136,0.09899999999999999,0.297,3
207,E,19,0.073,1.661,0.6383333333333333,1.915,3
207,E,26,0.014,3.056,1.3303333333333331,3.9909999999999997,3
207,E,33,0.057,3.227,1.4829999999999999,4.449,3
207,E,40,0.12,0.428,0.25733333333333336,0.772,3
207,E,48,0.283,0.902,0.5753333333333334,1.726,3
207,G,11,0.062,1.559,0.4389999999999999,2.6339999999999995,6
207,G,19,0.091,0.588,0.26333333333333336,1.58,6
207,G,26,0.067,1.227,0.3866666666666667,2.3200000000000003,6
207,G,33,0.069,1.479,0.6465,3.879,6
207,G,40,0.179,4.761,1.3493333333333333,8.096,6
207,G,48,0.29,0.753,0.448,2.688,6
207,H,11,0.07,0.419,0.19833333333333333,0.595,3
207,H,19,0.045,0.842,0.408,1.224,3
207,H,26,0.083,2.277,0.965,2.895,3
207,H,33,0.102,0.318,0.21733333333333335,0.652,3
207,H,40,0.024,0.584,0.38233333333333336,1.147,3
207,H,48,0.109,0.782,0.38366666666666666,1.151,3
207,I,11,0.019,0.803,0.18769230769230769,4.88,26
207,I,19,0.008,3.871,0.5151923076923077,13.395,26
207,I,26,0.008,2.566,0.5532307692307692,14.383999999999999,26
207,I,33,0.008,2.943,0.6158076923076924,16.011000000000003,26
207,I,40,0.008,2.906,0.5518461538461539,14.348,26
207,I,48,0.004,2.349,0.5164615384615384,13.427999999999999,26
207,J,11,0.134,0.134,0.134,0.134,1
207,J,19,0.566,0.566,0.566,0.566,1
207,J,26,0.153,0.153,0.153,0.153,1
207,J,33,0.697,0.697,0.697,0.697,1
207,J,40,0.208,0.208,0.208,0.208,1
207,J,48,0.337,0.337,0.337,0.337,1
207,K,11,0.016,0.135,0.08099999999999999,0.9719999999999999,12
207,K,19,0.017,0.28,0.128,1.536,12
207,K,26,0.019,0.978,0.22991666666666669,2.7590000000000003,12
207,K,33,0.019,0.399,0.11775000000000001,1.413,12
207,K,40,0.018,1.207,0.24608333333333335,2.9530000000000003,12
207,K,48,0.019,0.726,0.15841666666666668,1.901,12
207,M,11,0.149,0.73,0.4395,0.879,2
207,M,19,0.148,2.067,1.1075000000000002,2.2150000000000003,2
207,M,26,0.218,0.287,0.2525,0.505,2
207,M,33,0.149,0.207,0.178,0.356,2
207,M,40,0.23,0.315,0.2725,0.545,2
207,M,48,0.527,1.246,0.8865000000000001,1.7730000000000001,2
207,O,11,0.143,0.143,0.143,0.143,1
207,O,19,0.056,0.056,0.056,0.056,1
207,O,26,3.506,3.506,3.506,3.506,1
207,O,33,1.689,1.689,1.689,1.689,1
207,O,40,0.365,0.365,0.365,0.365,1
207,O,48,0.763,0.763,0.763,0.763,1
208,,11,0.019,2.595,0.35462499999999997,14.184999999999999,40
208,,19,0.027,10.455,1.171675,46.867000000000004,40
208,,26,0.027,9.799,1.29805,51.922,40
208,,33,0.027,9.411,1.1797250000000001,47.18900000000001,40
208,,40,0.017,9.555,0.8379249999999999,33.516999999999996,40
208,,48,0.004,2.281,0.41382499999999994,16.552999999999997,40
208,A,11,0.068,0.068,0.068,0.068,1
208,A,19,0.113,0.113,0.113,0.113,1
208,A,26,0.107,0.107,0.107,0.107,1
208,A,33,0.046,0.046,0.046,0.046,1
208,A,40,0.056,0.056,0.056,0.056,1
208,A,48,0.073,0.073,0.073,0.073,1
208,C,11,0.134,0.555,0.26575000000000004,1.0630000000000002,4
208,C,19,0.207,2.424,1.20425,4.817,4
208,C,26,0.087,2.87,0.9530000000000001,3.8120000000000003,4
208,C,33,0.068,1.171,0.40925,1.637,4
208,C,40,0.025,2.801,0.9850000000000001,3.9400000000000004,4
208,C,48,0.092,0.658,0.44375,1.775,4
208,E,11,0.038,0.118,0.07766666666666666,0.23299999999999998,3
208,E,19,0.076,0.814,0.40599999999999997,1.218,3
208,E,26,1.232,1.929,1.6260000000000001,4.878,3
208,E,33,0.091,0.356,0.22099999999999997,0.6629999999999999,3
208,E,40,0.543,1.657,1.0683333333333334,3.205,3
208,E,48,0.066,0.555,0.292,0.876,3
208,G,11,0.07,0.496,0.231,1.3860000000000001,6
208,G,19,0.085,1.046,0.4038333333333333,2.423,6
208,G,26,0.141,1.854,1.0195,6.117,6
208,G,33,0.093,0.424,0.3103333333333333,1.8619999999999999,6
208,G,40,0.129,0.707,0.4413333333333333,2.6479999999999997,6
208,G,48,0.224,0.608,0.4116666666666667,2.47,6
208,H,11,0.019,0.399,0.216,0.648,3
208,H,19,0.019,0.523,0.298,0.894,3
208,H,26,0.033,2.726,1.0996666666666666,3.299,3
208,H,33,0.084,0.513,0.23666666666666666,0.71,3
208,H,40,0.086,3.034,1.2699999999999998,3.8099999999999996,3
208,H,48,0.107,0.758,0.3243333333333333,0.973,3
208,I,11,0.032,0.547,0.16603846153846155,4.317,26
208,I,19,0.008,3.27,0.7841153846153847,20.387,26
208,I,26,0.008,3.777,0.5974615384615384,15.533999999999999,26
208,I,33,0.009,2.64,0.4516923076923076,11.743999999999998,26
208,I,40,0.008,1.978,0.46830769230769226,12.175999999999998,26
208,I,48,0.073,2.108,0.42411538461538456,11.027,26
208,J,11,0.159,0.159,0.159,0.159,1
208,J,19,0.256,0.256,0.256,0.256,1
208,J,26,0.094,0.094,0.094,0.094,1
208,J,33,0.2,0.2,0.2,0.2,1
208,J,40,0.326,0.326,0.326,0.326,1
208,J,48,0.161,0.161,0.161,0.161,1
208,K,11,0.03,0.23,0.08850000000000001,1.062,12
208,K,19,0.037,0.453,0.18349999999999997,2.2019999999999995,12
208,K,26,0.026,0.296,0.0999166666666667,1.1990000000000003,12
208,K,33,0.019,0.484,0.17191666666666663,2.0629999999999997,12
208,K,40,0.019,1.878,0.33375000000000005,4.005000000000001,12
208,K,48,0.019,0.778,0.20591666666666666,2.471,12
208,M,11,0.15,0.509,0.3295,0.659,2
208,M,19,0.212,0.282,0.247,0.494,2
208,M,26,0.206,0.299,0.2525,0.505,2
208,M,33,0.241,0.568,0.40449999999999997,0.8089999999999999,2
208,M,40,0.347,2.683,1.515,3.03,2
208,M,48,0.263,1.504,0.8835,1.767,2
208,O,11,0.163,0.163,0.163,0.163,1
208,O,19,0.983,0.983,0.983,0.983,1
208,O,26,0.538,0.538,0.538,0.538,1
208,O,33,0.176,0.176,0.176,0.176,1
208,O,40,0.403,0.403,0.403,0.403,1
208,O,48,0.908,0.908,0.908,0.908,1
209,,11,0.018,2.663,0.3655999999999999,14.623999999999997,40
209,,19,0.008,9.192,1.0387000000000002,41.54800000000001,40
209,,26,0.008,9.762,1.3286749999999998,53.14699999999999,40
209,,33,0.027,8.225,1.4273250000000002,57.09300000000001,40
209,,40,0.027,8.845,1.0615749999999997,42.46299999999999,40
209,,48,0.016,2.336,0.4580749999999999,18.322999999999997,40
209,A,11,0.05,0.05,0.05,0.05,1
209,A,19,0.113,0.113,0.113,0.113,1
209,A,26,0.102,0.102,0.102,0.102,1
209,A,33,0.045,0.045,0.045,0.045,1
209,A,40,1.195,1.195,1.195,1.195,1
209,A,48,1.63,1.63,1.63,1.63,1
209,C,11,0.055,0.17,0.11725,0.469,4
209,C,19,0.093,2.792,0.87675,3.507,4
209,C,26,0.073,1.407,0.49475,1.979,4
209,C,33,0.087,1.816,0.71675,2.867,4
209,C,40,0.02,0.511,0.30400000000000005,1.2160000000000002,4
209,C,48,0.222,0.673,0.42525,1.701,4
209,E,11,0.08,0.176,0.12666666666666668,0.38,3
209,E,19,0.039,0.795,0.37566666666666665,1.127,3
209,E,26,0.223,0.582,0.43766666666666665,1.313,3
209,E,33,1.163,2.607,1.8023333333333333,5.407,3
209,E,40,0.055,2.305,1.0413333333333334,3.124,3
209,E,48,0.046,0.264,0.148,0.444,3
209,G,11,0.06,0.467,0.2521666666666667,1.5130000000000001,6
209,G,19,0.063,1.119,0.35233333333333333,2.114,6
209,G,26,0.079,0.58,0.3486666666666667,2.092,6
209,G,33,0.217,3.125,0.9625,5.775,6
209,G,40,0.309,4.018,1.2528333333333332,7.5169999999999995,6
209,G,48,0.416,0.774,0.5720000000000001,3.4320000000000004,6
209,H,11,0.039,0.307,0.14766666666666664,0.44299999999999995,3
209,H,19,0.043,0.911,0.38599999999999995,1.158,3
209,H,26,0.07,1.248,0.797,2.391,3
209,H,33,0.019,1.17,0.5776666666666667,1.733,3
209,H,40,0.061,2.142,1.1059999999999999,3.3179999999999996,3
209,H,48,0.13,2.026,0.8953333333333333,2.686,3
209,I,11,0.012,1.481,0.21692307692307694,5.640000000000001,26
209,I,19,0.008,2.99,0.6816153846153846,17.722,26
209,I,26,0.009,3.044,0.6567307692307692,17.075,26
209,I,33,0.009,2.364,0.3539615384615385,9.203000000000001,26
209,I,40,0.008,2.867,0.8291538461538461,21.558,26
209,I,48,0.068,3.17,0.6392307692307692,16.619999999999997,26
209,J,11,0.101,0.101,0.101,0.101,1
209,J,19,0.6,0.6,0.6,0.6,1
209,J,26,0.592,0.592,0.592,0.592,1
209,J,33,0.251,0.251,0.251,0.251,1
209,J,40,0.305,0.305,0.305,0.305,1
209,J,48,0.627,0.627,0.627,0.627,1
209,K,11,0.015,0.221,0.08066666666666666,0.968,12
209,K,19,0.056,0.389,0.16524999999999998,1.9829999999999999,12
209,K,26,0.01,0.401,0.11658333333333333,1.399,12
209,K,33,0.047,1.969,0.27816666666666673,3.338000000000001,12
209,K,40,0.019,1.698,0.35258333333333325,4.230999999999999,12
209,K,48,0.019,0.958,0.22141666666666668,2.657,12
209,M,11,0.229,0.386,0.3075,0.615,2
209,M,19,0.228,0.956,0.592,1.184,2
209,M,26,0.204,1.237,0.7205,1.441,2
209,M,33,0.233,0.818,0.5255,1.051,2
209,M,40,0.282,1.095,0.6885,1.377,2
209,M,48,0.443,1.11,0.7765000000000001,1.5530000000000002,2
209,O,11,0.1,0.1,0.1,0.1,1
209,O,19,0.119,0.119,0.119,0.119,1
209,O,26,2.881,2.881,2.881,2.881,1
209,O,33,0.954,0.954,0.954,0.954,1
209,O,40,0.131,0.131,0.131,0.131,1
209,O,48,0.696,0.696,0.696,0.696,1
210,,11,0.017,2.682,0.3680499999999999,14.721999999999996,40
210,,19,0.007,8.92,1.1769499999999997,47.07799999999999,40
210,,26,0.009,10.007,1.2253,49.012,40
210,,33,0.027,9.232,1.4184499999999998,56.73799999999999,40
210,,40,0.025,9.501,1.1138499999999998,44.553999999999995,40
210,,48,0.022,2.457,0.41565,16.626,40
210,A,11,0.051,0.051,0.051,0.051,1
210,A,19,0.129,0.129,0.129,0.129,1
210,A,26,0.444,0.444,0.444,0.444,1
210,A,33,0.34,0.34,0.34,0.34,1
210,A,40,0.4,0.4,0.4,0.4,1
210,A,48,0.497,0.497,0.497,0.497,1
210,C,11,0.111,0.407,0.2255,0.902,4
